location,datetime,tempmax,dew,humidity,solarradiation
maharagama,2021-03-22,30.0,23.9,87.0,228.6
maharagama,2021-03-23,30.5,23.8,87.0,227.4
maharagama,2021-03-24,29.5,23.8,88.0,173.2
maharagama,2021-03-25,28.6,23.8,87.0,106.9
maharagama,2021-03-26,29.8,23.7,84.0,236.8
maharagama,2021-03-27,30.2,24.1,88.0,202.5
maharagama,2021-03-28,28.5,23.5,89.0,101.8
maharagama,2021-03-29,29.1,23.2,86.0,190.6
maharagama,2021-03-30,29.9,23.9,84.0,271.5
maharagama,2021-03-31,30.1,25.0,86.0,240.0
maharagama,2021-04-01,30.4,24.6,81.0,263.6
maharagama,2021-04-02,30.4,25.1,84.0,215.5
maharagama,2021-04-03,30.4,24.0,80.0,263.9
maharagama,2021-04-04,30.4,24.0,83.0,285.1
maharagama,2021-04-05,31.1,24.5,81.0,277.0
maharagama,2021-04-06,30.9,25.0,86.0,262.1
maharagama,2021-04-07,30.8,24.0,84.0,274.7
maharagama,2021-04-08,29.7,24.1,85.0,261.5
maharagama,2021-04-09,30.4,23.9,83.0,275.7
maharagama,2021-04-10,30.5,23.6,81.0,271.7
maharagama,2021-04-11,30.4,23.6,83.0,223.3
maharagama,2021-04-12,31.0,23.6,83.0,264.1
maharagama,2021-04-13,30.0,23.8,85.0,252.3
maharagama,2021-04-14,30.1,23.8,85.0,271.3
maharagama,2021-04-15,29.6,24.1,87.0,249.6
maharagama,2021-04-16,29.6,24.3,87.0,223.5
maharagama,2021-04-17,28.9,24.4,88.0,184.3
maharagama,2021-04-18,29.2,24.3,85.0,226.5
maharagama,2021-04-19,29.5,24.6,86.0,211.7
maharagama,2021-04-20,30.0,24.8,88.0,240.0
maharagama,2021-04-21,29.0,24.8,88.0,233.6
maharagama,2021-04-22,30.2,24.6,85.0,244.0
maharagama,2021-04-23,28.8,24.6,87.0,213.4
maharagama,2021-04-24,30.2,25.1,87.0,243.9
maharagama,2021-04-25,30.3,24.8,86.0,250.0
maharagama,2021-04-26,30.4,24.9,85.0,254.1
maharagama,2021-04-27,30.8,24.6,83.0,269.7
maharagama,2021-04-28,30.6,25.0,86.0,240.4
maharagama,2021-04-29,29.4,24.8,87.0,240.9
maharagama,2021-04-30,29.9,25.1,87.0,245.3
maharagama,2021-05-01,30.2,25.1,87.0,230.6
maharagama,2021-05-02,31.0,24.9,88.0,239.6
maharagama,2021-05-03,30.0,24.2,87.0,232.2
maharagama,2021-05-04,28.5,24.2,88.0,192.3
maharagama,2021-05-05,30.8,24.3,85.0,248.1
maharagama,2021-05-06,30.2,24.5,89.0,207.8
maharagama,2021-05-07,30.0,24.1,87.0,213.9
maharagama,2021-05-08,29.8,24.2,88.0,229.8
maharagama,2021-05-09,30.6,24.2,85.0,234.2
maharagama,2021-05-10,30.5,24.8,87.0,206.4
maharagama,2021-05-11,30.0,24.8,86.0,220.2
maharagama,2021-05-12,28.5,24.9,90.0,180.1
maharagama,2021-05-13,28.0,24.9,89.0,118.9
maharagama,2021-05-14,30.0,24.8,88.0,190.3
maharagama,2021-05-15,29.5,24.6,84.0,98.1
maharagama,2021-05-16,29.3,25.3,85.0,95.6
maharagama,2021-05-17,30.9,25.5,86.0,277.8
maharagama,2021-05-18,30.6,25.3,85.0,259.3
maharagama,2021-05-19,30.1,25.3,86.0,208.8
maharagama,2021-05-20,29.3,25.3,89.0,179.5
maharagama,2021-05-21,28.4,25.2,92.0,150.4
maharagama,2021-05-22,29.5,24.9,87.0,199.5
maharagama,2021-05-23,28.6,25.0,88.0,168.2
maharagama,2021-05-24,28.3,24.8,89.0,119.4
maharagama,2021-05-25,28.0,24.1,87.0,100.1
maharagama,2021-05-26,29.1,23.7,81.0,146.5
maharagama,2021-05-27,28.6,24.2,81.0,188.5
maharagama,2021-05-28,29.3,24.2,79.0,232.2
maharagama,2021-05-29,29.2,24.5,81.0,207.3
maharagama,2021-05-30,29.4,24.4,80.0,230.9
maharagama,2021-05-31,29.1,24.6,82.0,201.1
maharagama,2021-06-01,29.5,24.1,80.0,235.7
maharagama,2021-06-02,28.5,25.0,87.0,184.2
maharagama,2021-06-03,28.2,24.9,91.0,180.5
maharagama,2021-06-04,27.1,24.5,92.0,83.1
maharagama,2021-06-05,27.2,24.2,91.0,111.8
maharagama,2021-06-06,29.4,24.0,82.0,250.3
maharagama,2021-06-07,29.1,24.8,87.0,214.3
maharagama,2021-06-08,27.6,24.2,91.0,151.9
maharagama,2021-06-09,29.1,24.3,87.0,177.4
maharagama,2021-06-10,29.5,24.1,81.0,242.9
maharagama,2021-06-11,29.5,23.7,79.0,260.2
maharagama,2021-06-12,29.1,24.0,84.0,199.9
maharagama,2021-06-13,28.6,24.5,88.0,196.1
maharagama,2021-06-14,28.5,23.9,83.0,186.2
maharagama,2021-06-15,29.3,23.7,79.0,243.1
maharagama,2021-06-16,29.3,23.6,78.0,242.2
maharagama,2021-06-17,29.4,24.4,82.0,250.0
maharagama,2021-06-18,29.4,24.7,85.0,257.9
maharagama,2021-06-19,29.8,24.5,86.0,253.7
maharagama,2021-06-20,29.1,24.5,85.0,253.6
maharagama,2021-06-21,29.0,24.5,84.0,224.7
maharagama,2021-06-22,28.1,24.3,87.0,156.1
maharagama,2021-06-23,27.8,24.2,89.0,165.6
maharagama,2021-06-24,28.5,24.0,86.0,196.7
maharagama,2021-06-25,29.2,24.1,81.0,248.4
maharagama,2021-06-26,28.1,24.2,85.0,183.5
maharagama,2021-06-27,28.9,23.8,83.0,173.4
maharagama,2021-06-28,28.3,24.1,86.0,139.4
maharagama,2021-06-29,29.1,24.4,86.0,230.5
maharagama,2021-06-30,29.5,24.5,84.0,237.9
maharagama,2021-07-01,27.6,24.3,90.0,174.4
maharagama,2021-07-02,28.9,24.0,82.0,223.9
maharagama,2021-07-03,28.3,24.3,87.0,185.1
maharagama,2021-07-04,29.1,24.2,86.0,195.3
maharagama,2021-07-05,29.1,24.5,86.0,219.7
maharagama,2021-07-06,28.7,24.4,86.0,176.6
maharagama,2021-07-07,28.4,24.3,89.0,174.9
maharagama,2021-07-08,29.2,24.5,87.0,196.9
maharagama,2021-07-09,27.5,24.2,90.0,149.4
maharagama,2021-07-10,28.3,23.4,82.0,168.9
maharagama,2021-07-11,29.0,23.9,82.0,213.0
maharagama,2021-07-12,28.9,23.9,82.0,235.8
maharagama,2021-07-13,28.8,24.2,82.0,244.1
maharagama,2021-07-14,28.9,24.4,85.0,251.0
maharagama,2021-07-15,28.9,24.7,87.0,214.6
maharagama,2021-07-16,29.1,24.6,87.0,216.2
maharagama,2021-07-17,29.1,24.3,84.0,231.7
maharagama,2021-07-18,29.0,24.2,82.0,238.3
maharagama,2021-07-19,29.0,24.2,83.0,254.9
maharagama,2021-07-20,29.2,24.1,82.0,244.2
maharagama,2021-07-21,29.0,24.3,82.0,228.5
maharagama,2021-07-22,28.5,24.2,83.0,192.9
maharagama,2021-07-23,27.5,24.2,89.0,171.8
maharagama,2021-07-24,28.2,24.3,89.0,157.4
maharagama,2021-07-25,27.9,24.1,88.0,181.3
maharagama,2021-07-26,28.4,23.9,86.0,158.7
maharagama,2021-07-27,28.9,24.2,85.0,224.2
maharagama,2021-07-28,28.1,24.1,86.0,190.9
maharagama,2021-07-29,28.8,24.0,83.0,221.1
maharagama,2021-07-30,28.8,24.2,84.0,249.3
maharagama,2021-07-31,28.8,24.3,84.0,252.5
maharagama,2021-08-01,28.5,24.3,85.0,220.1
maharagama,2021-08-02,28.4,23.9,84.0,184.4
maharagama,2021-08-03,28.9,23.8,82.0,239.8
maharagama,2021-08-04,28.8,24.3,84.0,230.1
maharagama,2021-08-05,28.5,24.4,86.0,213.6
maharagama,2021-08-06,28.0,24.1,85.0,185.9
maharagama,2021-08-07,28.1,23.9,84.0,169.0
maharagama,2021-08-08,27.0,23.7,85.0,141.4
maharagama,2021-08-09,28.0,23.8,88.0,162.9
maharagama,2021-08-10,28.2,24.1,87.0,186.3
maharagama,2021-08-11,28.5,24.3,86.0,162.1
maharagama,2021-08-12,27.8,24.1,88.0,148.6
maharagama,2021-08-13,28.2,24.1,85.0,194.6
maharagama,2021-08-14,28.6,24.1,84.0,250.3
maharagama,2021-08-15,28.3,24.0,84.0,226.4
maharagama,2021-08-16,28.6,24.1,85.0,239.3
maharagama,2021-08-17,28.0,24.0,87.0,195.1
maharagama,2021-08-18,28.4,24.1,88.0,235.2
maharagama,2021-08-19,28.6,23.9,86.0,241.1
maharagama,2021-08-20,28.7,24.5,90.0,262.3
maharagama,2021-08-21,27.6,24.1,91.0,153.1
maharagama,2021-08-22,28.8,24.1,88.0,222.4
maharagama,2021-08-23,29.0,24.0,86.0,268.4
maharagama,2021-08-24,28.5,23.9,87.0,248.4
maharagama,2021-08-25,27.8,24.0,90.0,214.2
maharagama,2021-08-26,28.6,23.8,87.0,189.5
maharagama,2021-08-27,28.8,23.9,85.0,210.1
maharagama,2021-08-28,28.4,23.8,85.0,179.1
maharagama,2021-08-29,27.5,23.9,87.0,134.2
maharagama,2021-08-30,28.4,24.3,88.0,161.7
maharagama,2021-08-31,29.0,24.3,86.0,257.3
maharagama,2021-09-01,28.3,24.6,90.0,209.9
maharagama,2021-09-02,28.4,23.9,86.0,164.4
maharagama,2021-09-03,27.8,23.9,86.0,178.3
maharagama,2021-09-04,27.9,24.0,88.0,207.1
maharagama,2021-09-05,27.4,24.0,90.0,190.1
maharagama,2021-09-06,28.0,23.8,87.0,165.8
maharagama,2021-09-07,28.3,24.4,89.0,216.1
maharagama,2021-09-08,28.6,24.4,88.0,228.2
maharagama,2021-09-09,29.2,23.7,82.0,279.4
maharagama,2021-09-10,28.3,24.2,86.0,183.6
maharagama,2021-09-11,29.1,23.7,81.0,257.3
maharagama,2021-09-12,29.0,23.2,78.0,246.2
maharagama,2021-09-13,28.8,24.1,84.0,251.9
maharagama,2021-09-14,28.9,24.5,87.0,224.6
maharagama,2021-09-15,28.4,24.3,89.0,192.4
maharagama,2021-09-16,28.1,24.2,89.0,174.6
maharagama,2021-09-17,28.5,24.7,89.0,169.3
maharagama,2021-09-18,28.7,24.7,89.0,193.2
maharagama,2021-09-19,29.1,25.0,89.0,207.6
maharagama,2021-09-20,28.8,24.4,87.0,212.1
maharagama,2021-09-21,28.5,24.2,87.0,213.9
maharagama,2021-09-22,29.5,24.4,85.0,253.8
maharagama,2021-09-23,29.4,24.6,85.0,229.9
maharagama,2021-09-24,29.4,24.5,83.0,216.6
maharagama,2021-09-25,28.8,24.3,86.0,197.8
maharagama,2021-09-26,28.4,24.1,87.0,162.8
maharagama,2021-09-27,29.1,23.0,77.0,186.2
maharagama,2021-09-28,27.2,23.7,86.0,97.4
maharagama,2021-09-29,29.1,24.3,85.0,254.7
maharagama,2021-09-30,28.5,24.5,89.0,128.8
maharagama,2021-10-01,26.9,24.0,91.0,90.4
maharagama,2021-10-02,28.4,23.6,90.0,232.1
maharagama,2021-10-03,28.2,24.3,89.0,191.3
maharagama,2021-10-04,27.8,24.2,90.0,157.9
maharagama,2021-10-05,27.5,24.0,92.0,137.9
maharagama,2021-10-06,28.0,24.0,88.0,163.1
maharagama,2021-10-07,29.1,24.2,86.0,244.0
maharagama,2021-10-08,28.4,24.4,86.0,225.4
maharagama,2021-10-09,29.2,23.9,82.0,226.8
maharagama,2021-10-10,29.0,24.4,85.0,185.1
maharagama,2021-10-11,28.1,24.1,86.0,155.5
maharagama,2021-10-12,29.5,24.0,82.0,200.6
maharagama,2021-10-13,29.5,23.7,81.0,269.8
maharagama,2021-10-14,29.2,24.1,81.0,246.7
maharagama,2021-10-15,29.4,24.2,84.0,253.4
maharagama,2021-10-16,29.5,23.9,81.0,215.9
maharagama,2021-10-17,29.5,23.8,80.0,274.7
maharagama,2021-10-18,29.0,23.4,79.0,250.8
maharagama,2021-10-19,29.5,23.5,80.0,238.9
maharagama,2021-10-20,29.0,23.7,86.0,165.9
maharagama,2021-10-21,28.0,23.6,89.0,210.8
maharagama,2021-10-22,28.8,23.9,87.0,230.5
maharagama,2021-10-23,28.9,23.7,86.0,238.9
maharagama,2021-10-24,28.4,23.4,87.0,211.8
maharagama,2021-10-25,29.2,24.0,89.0,219.7
maharagama,2021-10-26,28.3,23.5,89.0,183.6
maharagama,2021-10-27,29.0,23.4,88.0,174.9
maharagama,2021-10-28,28.1,23.5,89.0,187.0
maharagama,2021-10-29,27.1,23.4,91.0,125.3
maharagama,2021-10-30,27.3,23.5,90.0,126.7
maharagama,2021-10-31,28.9,23.6,91.0,203.4
maharagama,2021-11-01,27.2,23.6,91.0,127.3
maharagama,2021-11-02,29.0,23.6,89.0,199.0
maharagama,2021-11-03,27.6,23.7,89.0,180.7
maharagama,2021-11-04,28.8,23.8,89.0,201.4
maharagama,2021-11-05,28.0,23.7,90.0,120.3
maharagama,2021-11-06,27.5,23.5,91.0,144.2
maharagama,2021-11-07,26.5,23.3,91.0,108.2
maharagama,2021-11-08,25.3,23.0,91.0,52.8
maharagama,2021-11-09,28.5,23.0,87.0,199.9
maharagama,2021-11-10,27.2,22.9,86.0,142.0
maharagama,2021-11-11,28.1,23.3,88.0,208.5
maharagama,2021-11-12,28.8,23.0,80.0,164.9
maharagama,2021-11-13,29.5,22.8,77.0,230.8
maharagama,2021-11-14,28.0,23.7,88.0,115.6
maharagama,2021-11-15,27.4,23.7,89.0,142.5
maharagama,2021-11-16,27.4,23.6,89.0,133.6
maharagama,2021-11-17,28.2,23.9,89.0,154.7
maharagama,2021-11-18,28.1,23.9,89.0,147.9
maharagama,2021-11-19,27.8,23.6,88.0,179.8
maharagama,2021-11-20,29.2,22.4,76.0,248.3
maharagama,2021-11-21,29.0,21.9,78.0,269.6
maharagama,2021-11-22,29.3,22.7,81.0,244.4
maharagama,2021-11-23,29.5,23.7,89.0,169.4
maharagama,2021-11-24,27.8,23.4,90.0,125.1
maharagama,2021-11-25,25.9,23.2,94.0,59.9
maharagama,2021-11-26,28.6,23.6,90.0,178.3
maharagama,2021-11-27,29.0,23.7,92.0,175.5
maharagama,2021-11-28,28.1,23.4,93.0,119.2
maharagama,2021-11-29,26.8,23.1,93.0,96.1
maharagama,2021-11-30,28.5,23.4,91.0,198.2
maharagama,2021-12-01,29.0,23.3,88.0,233.8
maharagama,2021-12-02,28.4,23.4,87.0,227.4
maharagama,2021-12-03,29.0,23.4,87.0,223.8
maharagama,2021-12-04,28.3,23.5,88.0,222.5
maharagama,2021-12-05,29.0,23.9,88.0,237.5
maharagama,2021-12-06,28.7,23.7,90.0,208.4
maharagama,2021-12-07,31.4,23.7,85.0,252.8
maharagama,2021-12-08,29.4,23.8,87.0,249.4
maharagama,2021-12-09,28.8,23.8,87.0,212.0
maharagama,2021-12-10,31.2,23.3,84.0,237.1
maharagama,2021-12-11,30.0,23.1,82.0,237.9
maharagama,2021-12-12,29.2,23.6,86.0,206.4
maharagama,2021-12-13,28.6,23.6,90.0,151.9
maharagama,2021-12-14,30.0,23.6,89.0,175.6
maharagama,2021-12-15,28.6,23.6,92.0,128.0
maharagama,2021-12-16,29.8,23.4,89.0,206.5
maharagama,2021-12-17,29.4,23.2,87.0,202.5
maharagama,2021-12-18,29.9,23.3,86.0,201.7
maharagama,2021-12-19,30.6,22.8,82.0,237.1
maharagama,2021-12-20,31.3,22.1,77.0,248.4
maharagama,2021-12-21,30.7,22.7,81.0,226.9
maharagama,2021-12-22,30.8,22.7,82.0,246.9
maharagama,2021-12-23,29.4,22.3,82.0,221.9
maharagama,2021-12-24,30.5,21.0,79.0,268.0
maharagama,2021-12-25,29.7,19.8,76.0,265.4
maharagama,2021-12-26,28.5,20.8,80.0,238.6
maharagama,2021-12-27,29.5,20.7,79.0,258.9
maharagama,2021-12-28,30.6,21.3,79.0,260.8
maharagama,2021-12-29,31.9,22.0,78.0,254.9
maharagama,2021-12-30,29.8,22.9,86.0,238.5
maharagama,2021-12-31,29.5,22.9,87.0,242.5
maharagama,2022-01-01,30.4,22.7,84.0,233.7
maharagama,2022-01-02,30.8,22.6,81.0,227.9
maharagama,2022-01-03,31.9,22.3,82.0,205.3
maharagama,2022-01-04,31.0,21.9,78.0,223.4
maharagama,2022-01-05,29.5,21.8,79.0,193.7
maharagama,2022-01-06,31.0,22.6,80.0,243.8
maharagama,2022-01-07,30.4,23.3,85.0,240.0
maharagama,2022-01-08,31.2,22.5,81.0,244.6
maharagama,2022-01-09,32.0,22.3,80.0,209.6
maharagama,2022-01-10,29.2,22.9,84.0,174.0
maharagama,2022-01-11,30.6,22.9,83.0,241.1
maharagama,2022-01-12,29.5,22.8,85.0,237.1
maharagama,2022-01-13,30.1,23.3,86.0,226.0
maharagama,2022-01-14,29.5,23.6,86.0,245.6
maharagama,2022-01-15,29.7,24.0,88.0,243.8
maharagama,2022-01-16,31.1,23.2,84.0,245.3
maharagama,2022-01-17,30.9,22.0,79.0,226.2
maharagama,2022-01-18,32.8,21.8,77.0,251.0
maharagama,2022-01-19,33.0,20.5,68.0,261.3
maharagama,2022-01-20,32.7,18.8,67.0,278.6
maharagama,2022-01-21,30.4,18.4,69.0,279.8
maharagama,2022-01-22,29.5,20.6,79.0,273.6
maharagama,2022-01-23,29.4,21.6,81.0,269.2
maharagama,2022-01-24,29.9,21.4,77.0,262.5
maharagama,2022-01-25,29.0,21.1,78.0,243.5
maharagama,2022-01-26,29.5,21.1,79.0,239.5
maharagama,2022-01-27,32.0,20.6,74.0,269.9
maharagama,2022-01-28,30.8,21.0,75.0,264.5
maharagama,2022-01-29,31.1,22.6,79.0,258.7
maharagama,2022-01-30,31.0,23.5,82.0,254.1
maharagama,2022-01-31,29.0,23.2,89.0,171.4
maharagama,2022-02-01,30.4,22.9,85.0,269.9
maharagama,2022-02-02,29.2,22.8,83.0,243.9
maharagama,2022-02-03,29.6,22.3,82.0,270.0
maharagama,2022-02-04,29.9,21.7,81.0,286.8
maharagama,2022-02-05,30.5,22.8,83.0,267.2
maharagama,2022-02-06,30.5,21.1,75.0,289.9
maharagama,2022-02-07,33.5,20.1,68.0,246.4
maharagama,2022-02-08,32.8,20.1,69.0,261.5
maharagama,2022-02-09,32.8,19.4,65.0,250.6
maharagama,2022-02-10,31.2,20.6,70.0,216.1
maharagama,2022-02-11,30.5,22.7,82.0,220.9
maharagama,2022-02-12,30.5,23.3,88.0,168.0
maharagama,2022-02-13,29.4,22.4,85.0,183.0
maharagama,2022-02-14,32.3,22.1,78.0,243.8
maharagama,2022-02-15,31.8,20.2,69.0,279.3
maharagama,2022-02-16,31.9,20.2,70.0,286.4
maharagama,2022-02-17,31.6,20.7,74.0,284.5
maharagama,2022-02-18,29.8,22.5,79.0,256.2
maharagama,2022-02-19,29.8,23.1,82.0,173.8
maharagama,2022-02-20,30.1,23.6,84.0,263.7
maharagama,2022-02-21,30.5,24.1,84.0,268.8
maharagama,2022-02-22,30.1,23.7,84.0,244.2
maharagama,2022-02-23,31.0,22.3,79.0,284.5
maharagama,2022-02-24,31.1,22.7,79.0,254.8
maharagama,2022-02-25,31.5,22.5,78.0,253.4
maharagama,2022-02-26,30.9,22.7,81.0,251.4
maharagama,2022-02-27,32.2,22.4,78.0,278.4
maharagama,2022-02-28,34.5,20.4,68.0,287.5
maharagama,2022-03-01,34.6,20.0,62.0,263.1
maharagama,2022-03-02,33.8,20.1,65.0,213.5
maharagama,2022-03-03,33.7,20.3,63.0,251.3
maharagama,2022-03-04,30.9,22.2,75.0,238.3
maharagama,2022-03-05,30.8,22.4,76.0,254.4
maharagama,2022-03-06,32.5,22.0,73.0,277.3
maharagama,2022-03-07,31.1,23.0,80.0,276.2
maharagama,2022-03-08,31.5,23.4,82.0,253.2
maharagama,2022-03-09,31.0,23.1,82.0,286.2
maharagama,2022-03-10,30.5,23.2,80.0,272.7
maharagama,2022-03-11,31.7,23.3,82.0,272.0
maharagama,2022-03-12,30.4,23.2,85.0,243.4
maharagama,2022-03-13,32.8,23.7,85.0,219.9
maharagama,2022-03-14,30.2,24.0,85.0,242.4
maharagama,2022-03-15,30.4,23.8,85.0,216.7
maharagama,2022-03-16,30.5,23.2,78.0,234.9
maharagama,2022-03-17,29.4,23.8,81.0,180.5
maharagama,2022-03-18,29.6,24.1,87.0,222.7
maharagama,2022-03-19,28.7,23.9,86.0,225.0
maharagama,2022-03-20,29.5,23.8,84.0,241.7
maharagama,2022-03-21,30.6,24.4,83.0,278.4
maharagama,2022-03-22,30.4,24.3,84.0,287.3
maharagama,2022-03-23,30.2,24.3,84.0,267.0
maharagama,2022-03-24,29.9,23.7,82.0,226.4
maharagama,2022-03-25,30.0,23.6,81.0,272.2
maharagama,2022-03-26,31.0,23.4,79.0,250.0
maharagama,2022-03-27,31.6,23.7,83.0,270.7
maharagama,2022-03-28,31.0,23.9,86.0,249.7
maharagama,2022-03-29,30.5,24.0,83.0,259.2
maharagama,2022-03-30,30.1,23.8,83.0,239.5
maharagama,2022-03-31,29.8,23.8,83.0,238.7
maharagama,2022-04-01,30.6,23.6,81.0,250.3
maharagama,2022-04-02,30.7,23.6,80.0,255.8
maharagama,2022-04-03,30.7,23.5,82.0,244.6
maharagama,2022-04-04,31.5,23.4,85.0,235.2
maharagama,2022-04-05,30.2,23.2,89.0,209.6
maharagama,2022-04-06,29.1,23.2,89.0,189.5
maharagama,2022-04-07,30.0,23.7,87.0,251.5
maharagama,2022-04-08,27.5,23.3,90.0,144.7
maharagama,2022-04-09,28.2,23.4,88.0,186.5
maharagama,2022-04-10,27.7,23.5,90.0,204.7
maharagama,2022-04-11,29.5,24.1,87.0,235.8
maharagama,2022-04-12,29.7,24.4,90.0,230.8
maharagama,2022-04-13,29.5,24.2,89.0,216.7
maharagama,2022-04-14,29.6,24.2,86.0,256.2
maharagama,2022-04-15,30.4,24.9,85.0,287.1
maharagama,2022-04-16,30.4,24.7,84.0,269.2
maharagama,2022-04-17,30.1,24.6,84.0,273.9
maharagama,2022-04-18,29.8,24.5,87.0,247.7
maharagama,2022-04-19,28.2,24.1,88.0,173.7
maharagama,2022-04-20,29.8,25.0,87.0,265.1
maharagama,2022-04-21,29.9,24.8,88.0,220.9
maharagama,2022-04-22,28.9,24.3,89.0,200.4
maharagama,2022-04-23,30.0,24.4,87.0,241.2
maharagama,2022-04-24,30.5,24.2,83.0,248.2
maharagama,2022-04-25,30.0,24.3,88.0,184.0
maharagama,2022-04-26,30.4,24.7,88.0,225.0
maharagama,2022-04-27,30.4,24.9,87.0,243.7
maharagama,2022-04-28,30.8,24.3,85.0,247.3
maharagama,2022-04-29,30.4,24.5,85.0,231.7
maharagama,2022-04-30,30.0,25.0,84.0,242.6
maharagama,2022-05-01,30.9,24.5,85.0,203.4
maharagama,2022-05-02,30.8,24.7,86.0,230.6
maharagama,2022-05-03,31.1,25.3,86.0,234.6
maharagama,2022-05-04,30.2,24.6,83.0,237.8
maharagama,2022-05-05,29.1,24.4,86.0,201.2
maharagama,2022-05-06,30.2,24.4,82.0,195.9
maharagama,2022-05-07,30.5,24.5,78.0,262.1
maharagama,2022-05-08,31.1,25.0,79.0,229.1
maharagama,2022-05-09,30.1,24.9,85.0,203.6
maharagama,2022-05-10,31.1,24.6,84.0,232.7
maharagama,2022-05-11,30.4,24.0,78.0,252.3
maharagama,2022-05-12,27.9,23.8,87.0,145.1
maharagama,2022-05-13,27.8,24.0,89.0,135.4
maharagama,2022-05-14,27.2,24.1,90.0,80.4
maharagama,2022-05-15,28.0,24.2,87.0,157.2
maharagama,2022-05-16,29.0,24.1,84.0,203.4
maharagama,2022-05-17,28.5,24.1,85.0,205.3
maharagama,2022-05-18,28.8,24.1,86.0,212.5
maharagama,2022-05-19,29.4,24.1,85.0,233.5
maharagama,2022-05-20,29.4,24.2,82.0,255.6
maharagama,2022-05-21,29.4,24.3,82.0,235.1
maharagama,2022-05-22,29.2,24.3,82.0,230.9
maharagama,2022-05-23,28.5,24.3,83.0,198.0
maharagama,2022-05-24,26.0,23.7,92.0,104.7
maharagama,2022-05-25,28.4,24.2,91.0,179.0
maharagama,2022-05-26,27.9,23.9,88.0,191.3
maharagama,2022-05-27,27.9,23.8,88.0,208.8
maharagama,2022-05-28,28.9,24.0,88.0,215.4
maharagama,2022-05-29,28.1,23.6,90.0,171.9
maharagama,2022-05-30,27.5,23.6,89.0,140.7
maharagama,2022-05-31,26.4,23.4,87.0,79.0
maharagama,2022-06-01,27.4,23.6,86.0,84.0
maharagama,2022-06-02,28.7,23.6,81.0,198.2
maharagama,2022-06-03,28.4,23.8,83.0,173.9
maharagama,2022-06-04,28.5,23.9,86.0,194.0
maharagama,2022-06-05,28.7,23.7,84.0,216.5
maharagama,2022-06-06,28.0,23.8,86.0,180.1
maharagama,2022-06-07,27.4,23.7,87.0,169.2
maharagama,2022-06-08,28.9,23.8,84.0,236.0
maharagama,2022-06-09,28.9,23.7,83.0,176.8
maharagama,2022-06-10,29.2,23.3,79.0,255.5
maharagama,2022-06-11,28.2,23.7,83.0,206.9
maharagama,2022-06-12,28.1,23.8,86.0,194.6
maharagama,2022-06-13,29.1,24.1,84.0,248.1
maharagama,2022-06-14,29.1,24.4,85.0,221.1
maharagama,2022-06-15,27.2,24.0,89.0,139.5
maharagama,2022-06-16,28.2,23.8,90.0,111.1
maharagama,2022-06-17,28.6,24.0,88.0,157.6
maharagama,2022-06-18,28.4,23.6,86.0,208.1
maharagama,2022-06-19,29.0,23.6,84.0,202.1
maharagama,2022-06-20,28.2,23.9,85.0,193.5
maharagama,2022-06-21,28.5,24.3,86.0,221.4
maharagama,2022-06-22,28.5,23.8,84.0,204.7
maharagama,2022-06-23,28.6,23.9,83.0,206.3
maharagama,2022-06-24,27.9,23.8,86.0,175.5
maharagama,2022-06-25,28.3,24.1,84.0,188.5
maharagama,2022-06-26,29.3,24.2,83.0,247.1
maharagama,2022-06-27,29.4,24.3,81.0,269.6
maharagama,2022-06-28,29.1,24.0,81.0,248.6
maharagama,2022-06-29,28.9,24.4,83.0,235.8
maharagama,2022-06-30,28.0,23.9,83.0,183.3
maharagama,2022-07-01,29.2,24.1,81.0,267.4
maharagama,2022-07-02,29.5,24.0,80.0,247.1
maharagama,2022-07-03,28.0,23.8,84.0,156.8
maharagama,2022-07-04,28.9,23.8,81.0,267.4
maharagama,2022-07-05,28.9,23.9,84.0,247.7
maharagama,2022-07-06,28.7,23.9,87.0,205.3
maharagama,2022-07-07,27.6,23.8,85.0,133.9
maharagama,2022-07-08,28.5,23.6,82.0,271.5
maharagama,2022-07-09,28.4,23.8,83.0,188.5
maharagama,2022-07-10,28.5,23.5,81.0,235.0
maharagama,2022-07-11,28.5,23.8,84.0,180.4
maharagama,2022-07-12,28.6,24.0,84.0,256.5
maharagama,2022-07-13,28.6,23.6,81.0,259.3
maharagama,2022-07-14,29.0,23.6,81.0,258.1
maharagama,2022-07-15,29.1,23.9,83.0,250.4
maharagama,2022-07-16,29.0,24.0,85.0,247.7
maharagama,2022-07-17,29.0,24.4,86.0,234.4
maharagama,2022-07-18,28.5,24.0,84.0,208.4
maharagama,2022-07-19,29.0,24.2,85.0,249.0
maharagama,2022-07-20,28.4,23.8,86.0,202.0
maharagama,2022-07-21,28.5,23.9,85.0,215.9
maharagama,2022-07-22,28.0,23.6,85.0,169.4
maharagama,2022-07-23,27.8,23.7,84.0,183.3
maharagama,2022-07-24,28.1,23.6,84.0,237.0
maharagama,2022-07-25,28.4,24.2,88.0,261.7
maharagama,2022-07-26,28.8,24.1,87.0,232.8
maharagama,2022-07-27,29.8,24.3,90.0,165.6
maharagama,2022-07-28,28.2,23.7,89.0,180.0
maharagama,2022-07-29,27.8,24.2,91.0,114.3
maharagama,2022-07-30,28.6,24.0,88.0,221.3
maharagama,2022-07-31,28.5,23.7,87.0,239.8
maharagama,2022-08-01,26.8,23.2,87.0,54.5
maharagama,2022-08-02,27.5,22.8,84.0,141.0
